movie_id,imdb_id,title,year,genre,imdb_rating,imdb_url,poster
108156,tt1408253,Ride Along,2014,"Action, Comedy, Crime",6.2,https://www.imdb.com/title/tt1408253/,https://m.media-amazon.com/images/M/MV5BNjU4NzYzOTY1MF5BMl5BanBnXkFtZTgwMTAyNTc1MDE@._V1_SX300.jpg
108188,tt1205537,Jack Ryan: Shadow Recruit,2014,"Action, Drama, Thriller",6.2,https://www.imdb.com/title/tt1205537/,https://m.media-amazon.com/images/M/MV5BMTY2MDkxNzYwNl5BMl5BanBnXkFtZTgwOTM2MjE5MDE@._V1_SX300.jpg
108190,tt1840309,Divergent,2014,"Action, Adventure, Mystery, Sci-Fi",6.7,https://www.imdb.com/title/tt1840309/,https://m.media-amazon.com/images/M/MV5BMTYxMzYwODE4OV5BMl5BanBnXkFtZTgwNDE5MzE2MDE@._V1_SX300.jpg
108192,tt1094249,Hotel Chevalier,2007,"Short, Drama, Romance",7.3,https://www.imdb.com/title/tt1094249/,https://m.media-amazon.com/images/M/MV5BYjgxNWZkNmEtZTlkOS00NmU3LTllYzctOTdiMmFjZTc0ZmM3XkEyXkFqcGdeQXVyOTU3ODk4MQ@@._V1_SX300.jpg
108540,tt1816518,Ernest & Celestine,2012,"Animation, Adventure, Comedy, Crime, Drama, Family, Fantasy",7.9,https://www.imdb.com/title/tt1816518/,https://m.media-amazon.com/images/M/MV5BMTk2NDg4NTQwOF5BMl5BanBnXkFtZTcwNDE2Mjg2OA@@._V1_SX300.jpg
108601,tt1714833,Drift,2013,"Biography, Drama, Sport",6.3,https://www.imdb.com/title/tt1714833/,https://m.media-amazon.com/images/M/MV5BMTkwNjgxMTQ3OF5BMl5BanBnXkFtZTcwMTU0NTY2OQ@@._V1_SX300.jpg
108689,tt1418377,"I, Frankenstein",2014,"Action, Fantasy, Horror, Sci-Fi, Thriller",5.1,https://www.imdb.com/title/tt1418377/,https://m.media-amazon.com/images/M/MV5BMjM3Mzk2MDU3N15BMl5BanBnXkFtZTgwMzg1NTI4MDE@._V1_SX300.jpg
108715,tt1609479,Better Living Through Chemistry,2014,"Comedy, Drama",6.3,https://www.imdb.com/title/tt1609479/,https://m.media-amazon.com/images/M/MV5BMjM3OTA2MjQ4NF5BMl5BanBnXkFtZTgwOTYzNzIwMTE@._V1_SX300.jpg
108727,tt1937390,Nymphomaniac: Vol. I,2013,Drama,6.9,https://www.imdb.com/title/tt1937390/,https://m.media-amazon.com/images/M/MV5BMjA3Njc5MjI5Ml5BMl5BanBnXkFtZTgwNTY3Mjg3MDE@._V1_SX300.jpg
108729,tt2316411,Enemy,2013,"Mystery, Thriller",6.9,https://www.imdb.com/title/tt2316411/,https://m.media-amazon.com/images/M/MV5BMTQ2NzA5NjE4N15BMl5BanBnXkFtZTgwMjQ4NzMxMTE@._V1_SX300.jpg
108795,tt1186373,Wonder Woman,2009,"Animation, Action, Adventure, Fantasy, Sci-Fi",7.4,https://www.imdb.com/title/tt1186373/,https://m.media-amazon.com/images/M/MV5BNzU1NmNmNTgtMTUyYS00ZmRmLTkzOWItOTY2ZWZiYjVkYzkzXkEyXkFqcGdeQXVyNjExODE1MDc@._V1_SX300.jpg
108928,tt2177771,The Monuments Men,2014,"Comedy, Drama, History, War",6.1,https://www.imdb.com/title/tt2177771/,https://m.media-amazon.com/images/M/MV5BMjMxMjk4NTM1M15BMl5BanBnXkFtZTgwNjg0MjQ3MDE@._V1_SX300.jpg
108932,tt1490017,The Lego Movie,2014,"Animation, Action, Adventure, Comedy, Family, Fantasy",7.8,https://www.imdb.com/title/tt1490017/,https://m.media-amazon.com/images/M/MV5BMTg4MDk1ODExN15BMl5BanBnXkFtZTgwNzIyNjg3MDE@._V1_SX300.jpg
108945,tt1234721,RoboCop,2014,"Action, Crime, Sci-Fi, Thriller",6.2,https://www.imdb.com/title/tt1234721/,https://m.media-amazon.com/images/M/MV5BMjAyOTUzMTcxN15BMl5BanBnXkFtZTgwMjkyOTc1MDE@._V1_SX300.jpg
108949,tt2172985,The Art of the Steal,2013,"Comedy, Crime, Thriller",6.3,https://www.imdb.com/title/tt2172985/,https://m.media-amazon.com/images/M/MV5BNjUxNjYyNTUxMF5BMl5BanBnXkFtZTgwNDgyMDcyMTE@._V1_SX300.jpg
108981,tt2382009,Nymphomaniac: Vol. II,2013,Drama,6.7,https://www.imdb.com/title/tt2382009/,https://m.media-amazon.com/images/M/MV5BODU2OTljNGYtNjIwMC00ZWIwLWE1NTEtNTk1ZDM5YWI5NzU2XkEyXkFqcGdeQXVyMjQ2MTk1OTE@._V1_SX300.jpg
109042,tt1545660,Knights of Badassdom,2013,"Action, Adventure, Comedy",5.7,https://www.imdb.com/title/tt1545660/,https://m.media-amazon.com/images/M/MV5BMjMyNzAyNzUzMF5BMl5BanBnXkFtZTgwOTQ0NDMyMTE@._V1_SX300.jpg
109161,tt2406252,Venus in Fur,2013,Drama,7.2,https://www.imdb.com/title/tt2406252/,https://m.media-amazon.com/images/M/MV5BMjM0ODgyOTM1Ml5BMl5BanBnXkFtZTgwMzI5ODM4MTE@._V1_SX300.jpg
109183,tt1878942,Date and Switch,2014,"Comedy, Drama, Romance",5.8,https://www.imdb.com/title/tt1878942/,https://m.media-amazon.com/images/M/MV5BMjAwODUzOTQ5Nl5BMl5BanBnXkFtZTgwNzAwMjc5MDE@._V1_SX300.jpg
109187,tt2333804,The Zero Theorem,2013,"Comedy, Drama, Fantasy, Mystery, Sci-Fi",6.1,https://www.imdb.com/title/tt2333804/,https://m.media-amazon.com/images/M/MV5BMTc4NTIxMTE0OF5BMl5BanBnXkFtZTgwNTQ5NTYxMjE@._V1_SX300.jpg
109191,tt1837709,Winter's Tale,2014,"Drama, Fantasy, Mystery, Romance",6.2,https://www.imdb.com/title/tt1837709/,https://m.media-amazon.com/images/M/MV5BYTFmZDgwMDctYWI2ZS00MDhmLTg1ZDAtMGUzZjVmZTM3ZTM5XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg
109241,tt1937133,On the Other Side of the Tracks,2012,"Action, Comedy, Crime",5.8,https://www.imdb.com/title/tt1937133/,https://m.media-amazon.com/images/M/MV5BMTU0NDgzNDc0OV5BMl5BanBnXkFtZTgwMDU1NDg0MTE@._V1_SX300.jpg
109282,tt1559038,GLOW: The Story of the Gorgeous Ladies of Wrestling,2012,Documentary,7.3,https://www.imdb.com/title/tt1559038/,https://m.media-amazon.com/images/M/MV5BMTg4MDAxMTY1M15BMl5BanBnXkFtZTcwODU5MzI5OA@@._V1_SX300.jpg
109295,tt2511428,Cold Comes the Night,2013,"Crime, Drama, Thriller",5.7,https://www.imdb.com/title/tt2511428/,https://m.media-amazon.com/images/M/MV5BMTA4MTIzNTc2NTZeQTJeQWpwZ15BbWU4MDE0ODM4OTAx._V1_SX300.jpg
109313,tt0328955,Chouchou,2003,Comedy,4.7,https://www.imdb.com/title/tt0328955/,https://images-na.ssl-images-amazon.com/images/M/MV5BMTkwNjkwNzUzNV5BMl5BanBnXkFtZTcwMzI3NzY3MQ@@._V1_SX300.jpg
109317,tt1978532,Someone Marry Barry,2014,Comedy,5.8,https://www.imdb.com/title/tt1978532/,https://m.media-amazon.com/images/M/MV5BMTk1NjczNDg1MV5BMl5BanBnXkFtZTgwMjI5NzQzMjE@._V1_SX300.jpg
109372,tt1826590,About Last Night,2014,"Comedy, Romance",6.1,https://www.imdb.com/title/tt1826590/,https://m.media-amazon.com/images/M/MV5BMTk3OTc4NDMzNF5BMl5BanBnXkFtZTgwNjQ2NzY3MDE@._V1_SX300.jpg
109374,tt2278388,The Grand Budapest Hotel,2014,"Adventure, Comedy, Drama",8.1,https://www.imdb.com/title/tt2278388/,https://m.media-amazon.com/images/M/MV5BMzM5NjUxOTEyMl5BMl5BanBnXkFtZTgwNjEyMDM0MDE@._V1_SX300.jpg
109383,tt2073520,An Oversimplification of Her Beauty,2012,"Animation, Comedy, Drama",6.2,https://www.imdb.com/title/tt2073520/,https://images-na.ssl-images-amazon.com/images/M/MV5BMTgyNTUxMTY2NF5BMl5BanBnXkFtZTgwMzI1NDA0MTE@._V1_SX300.jpg
109416,tt1349482,Bring It On: Fight to the Finish,2009,"Comedy, Sport",5.4,https://www.imdb.com/title/tt1349482/,https://m.media-amazon.com/images/M/MV5BMTg3NjMzOTExNl5BMl5BanBnXkFtZTcwNTY4ODc3Mg@@._V1_SX300.jpg
109483,tt1800246,That Awkward Moment,2014,"Comedy, Romance",6.2,https://www.imdb.com/title/tt1800246/,https://m.media-amazon.com/images/M/MV5BMjExODEyMjMwNV5BMl5BanBnXkFtZTgwMTAyODM1MDE@._V1_SX300.jpg
109487,tt0816692,Interstellar,2014,"Adventure, Drama, Sci-Fi",8.6,https://www.imdb.com/title/tt0816692/,https://m.media-amazon.com/images/M/MV5BZjdkOTU3MDktN2IxOS00OGEyLWFmMjktY2FiMmZkNWIyODZiXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg
109569,tt2172934,3 Days to Kill,2014,"Action, Drama, Thriller",6.2,https://www.imdb.com/title/tt2172934/,https://m.media-amazon.com/images/M/MV5BMzM0MjE0Nzg1N15BMl5BanBnXkFtZTgwODA4ODE4MDE@._V1_SX300.jpg
109576,tt2193265,Welcome to the Jungle,2013,"Action, Adventure, Comedy",5.0,https://www.imdb.com/title/tt2193265/,https://m.media-amazon.com/images/M/MV5BMTUyNDk5ODE0OV5BMl5BanBnXkFtZTgwMDMyNzE4MDE@._V1_SX300.jpg
109578,tt2024469,Non-Stop,2014,"Action, Mystery, Thriller",7.0,https://www.imdb.com/title/tt2024469/,https://m.media-amazon.com/images/M/MV5BOTI3NzcxMjkzMl5BMl5BanBnXkFtZTgwMDY0NTQ0MDE@._V1_SX300.jpg
109596,tt1407052,Wrinkles,2011,"Animation, Drama",7.6,https://www.imdb.com/title/tt1407052/,https://m.media-amazon.com/images/M/MV5BNzQzNTIzNzM2Ml5BMl5BanBnXkFtZTgwMzkzMDM5MTE@._V1_SX300.jpg
109633,tt2591814,The Garden of Words,2013,"Animation, Drama, Romance",7.6,https://www.imdb.com/title/tt2591814/,https://m.media-amazon.com/images/M/MV5BNGYwMzQ5MjAtYWFjMy00ZTc1LTlkODQtM2Q5YzYzOWVkYTdhXkEyXkFqcGdeQXVyNjY1OTY4MTk@._V1_SX300.jpg
109673,tt1253863,300: Rise of an Empire,2014,"Action, Fantasy, War",6.2,https://www.imdb.com/title/tt1253863/,https://m.media-amazon.com/images/M/MV5BMTEwNTU2MjAwMDdeQTJeQWpwZ15BbWU3MDk2Njc2Njk@._V1_SX300.jpg
109687,tt1385956,Particle Fever,2013,Documentary,7.4,https://www.imdb.com/title/tt1385956/,https://m.media-amazon.com/images/M/MV5BODg3MTM3NTY1OF5BMl5BanBnXkFtZTcwNDg5NTM2OQ@@._V1_SX300.jpg
109723,tt2212008,The Bag Man,2014,"Crime, Drama, Thriller",5.3,https://www.imdb.com/title/tt2212008/,https://m.media-amazon.com/images/M/MV5BMjE4NDc3NjUyNl5BMl5BanBnXkFtZTgwMDA4MDQwMTE@._V1_SX300.jpg
109846,tt0864835,Mr. Peabody & Sherman,2014,"Animation, Adventure, Comedy, Family, Sci-Fi",6.8,https://www.imdb.com/title/tt0864835/,https://m.media-amazon.com/images/M/MV5BMTkxMzM0NzcwN15BMl5BanBnXkFtZTgwNzk1MjMzMTE@._V1_SX300.jpg
109848,tt1441395,Under the Skin,2013,"Drama, Horror, Sci-Fi, Thriller",6.3,https://www.imdb.com/title/tt1441395/,https://m.media-amazon.com/images/M/MV5BMTU1MDEwMDg4Nl5BMl5BanBnXkFtZTgwOTk3NTcxMTE@._V1_SX300.jpg
109850,tt2369135,Need for Speed,2014,"Action, Crime, Thriller",6.5,https://www.imdb.com/title/tt2369135/,https://m.media-amazon.com/images/M/MV5BMTQ3ODY4NzYzOF5BMl5BanBnXkFtZTgwNjI3OTE4MDE@._V1_SX300.jpg
109853,tt2355495,Barefoot,2014,"Comedy, Drama, Romance",6.6,https://www.imdb.com/title/tt2355495/,https://m.media-amazon.com/images/M/MV5BMTg0NzIxOTgxM15BMl5BanBnXkFtZTgwMjA3NjY3MDE@._V1_SX300.jpg
109864,tt2771372,Veronica Mars,2014,"Crime, Drama, Mystery, Thriller",6.8,https://www.imdb.com/title/tt2771372/,https://m.media-amazon.com/images/M/MV5BMTQ4MDc0Mjg4OV5BMl5BanBnXkFtZTgwODk3NjYyMTE@._V1_SX300.jpg
109895,tt2170299,Bad Words,2013,"Comedy, Drama",6.7,https://www.imdb.com/title/tt2170299/,https://m.media-amazon.com/images/M/MV5BMTYwNTg0NzQ1NF5BMl5BanBnXkFtZTgwMDQ5OTMwMTE@._V1_SX300.jpg
109897,tt3210686,Son of God,2014,"Biography, Drama, History",5.7,https://www.imdb.com/title/tt3210686/,https://m.media-amazon.com/images/M/MV5BMjA3NjQ2ODYwN15BMl5BanBnXkFtZTgwNTQ0NDc2MDE@._V1_SX300.jpg
109941,tt2268617,Puss in Boots: The Three Diablos,2012,"Animation, Short, Adventure",7.0,https://www.imdb.com/title/tt2268617/,https://m.media-amazon.com/images/M/MV5BNjc1MDRhY2UtZjVkMC00MThiLThjYjAtMGQ5ZGRhNThjYWMyXkEyXkFqcGdeQXVyMjEzMDMwMTI@._V1_SX300.jpg
109968,tt2409302,Why Don't You Play in Hell?,2013,"Action, Comedy",7.2,https://www.imdb.com/title/tt2409302/,https://m.media-amazon.com/images/M/MV5BNTQ0Njc3ODkyMl5BMl5BanBnXkFtZTgwODQxOTE4MjE@._V1_SX300.jpg
109971,tt2955316,Spanish Affair,2014,"Comedy, Romance",6.6,https://www.imdb.com/title/tt2955316/,https://m.media-amazon.com/images/M/MV5BMjI5NTM0MDg5Nl5BMl5BanBnXkFtZTgwNjQxNTYxMjE@._V1_SX300.jpg
110102,tt1843866,Captain America: The Winter Soldier,2014,"Action, Adventure, Sci-Fi, Thriller",7.8,https://www.imdb.com/title/tt1843866/,https://m.media-amazon.com/images/M/MV5BMzA2NDkwODAwM15BMl5BanBnXkFtZTgwODk5MTgzMTE@._V1_SX300.jpg
110127,tt1959490,Noah,2014,"Action, Adventure, Drama",5.8,https://www.imdb.com/title/tt1959490/,https://m.media-amazon.com/images/M/MV5BMjI2OTgyNTc0Ml5BMl5BanBnXkFtZTgwNDM1NTQxMTE@._V1_SX300.jpg
110130,tt1821658,The Nut Job,2014,"Animation, Adventure, Comedy, Crime, Family",5.7,https://www.imdb.com/title/tt1821658/,https://m.media-amazon.com/images/M/MV5BMTQ1NjAxMDUzN15BMl5BanBnXkFtZTgwOTE5NDM3MDE@._V1_SX300.jpg
110281,tt0188766,King of Comedy,1999,"Comedy, Drama, Romance",7.3,https://www.imdb.com/title/tt0188766/,https://m.media-amazon.com/images/M/MV5BMTM0MzU0OTYxM15BMl5BanBnXkFtZTcwOTQ2MDgxMQ@@._V1_SX300.jpg
110286,tt2059171,13 Sins,2014,"Horror, Thriller",6.3,https://www.imdb.com/title/tt2059171/,https://m.media-amazon.com/images/M/MV5BNzA0NDIwNjI3OF5BMl5BanBnXkFtZTgwMDMzNzE0MTE@._V1_SX300.jpg
110297,tt2281587,Muppets Most Wanted,2014,"Adventure, Comedy, Crime, Family, Musical, Mystery",6.4,https://www.imdb.com/title/tt2281587/,https://m.media-amazon.com/images/M/MV5BMTA2OTc0MzAxMDVeQTJeQWpwZ15BbWU4MDUyOTgxNDIx._V1_SX300.jpg
110330,tt1801061,Me and You,2012,Drama,6.6,https://www.imdb.com/title/tt1801061/,https://m.media-amazon.com/images/M/MV5BZjVlMzEwNTUtYjhiMS00ZmI2LWI1ODItMWUyYzM5ZjFhNzU4XkEyXkFqcGdeQXVyNTE0MDY4Mjk@._V1_SX300.jpg
110350,tt3203290,Free to Play,2014,"Documentary, Action",8.0,https://www.imdb.com/title/tt3203290/,https://m.media-amazon.com/images/M/MV5BMTYxMjk0OTUwMF5BMl5BanBnXkFtZTgwNTY0ODIzMDE@._V1_SX300.jpg
110387,tt2390962,The Unknown Known,2013,"Documentary, Biography, History, War",7.1,https://www.imdb.com/title/tt2390962/,https://m.media-amazon.com/images/M/MV5BMTg0NDIwOTc2Ml5BMl5BanBnXkFtZTgwNjc4MTQ5MDE@._V1_SX300.jpg
110501,tt2265171,The Raid 2,2014,"Action, Crime, Thriller",8.0,https://www.imdb.com/title/tt2265171/,https://m.media-amazon.com/images/M/MV5BMTg5MTE2NjA4OV5BMl5BanBnXkFtZTgwMTUyMjczMTE@._V1_SX300.jpg
110541,tt0106475,Brain Smasher... A Love Story,1993,"Action, Comedy, Romance",5.8,https://www.imdb.com/title/tt0106475/,https://m.media-amazon.com/images/M/MV5BMTk2NzM0MzAzNl5BMl5BanBnXkFtZTcwNDc2NTYxMQ@@._V1_SX300.jpg
110553,tt1872181,The Amazing Spider-Man 2,2014,"Action, Adventure, Sci-Fi",6.6,https://www.imdb.com/title/tt1872181/,https://m.media-amazon.com/images/M/MV5BOTA5NDYxNTg0OV5BMl5BanBnXkFtZTgwODE5NzU1MTE@._V1_SX300.jpg
110586,tt2234003,Calvary,2014,Drama,7.4,https://www.imdb.com/title/tt2234003/,https://m.media-amazon.com/images/M/MV5BMTc3MjQ1MjE2M15BMl5BanBnXkFtZTgwNTMzNjE4MTE@._V1_SX300.jpg
110591,tt2388715,Oculus,2013,"Horror, Mystery",6.5,https://www.imdb.com/title/tt2388715/,https://m.media-amazon.com/images/M/MV5BMzE1NzM4MjEyNV5BMl5BanBnXkFtZTgwMjYzMjMzMTE@._V1_SX300.jpg
110603,tt2528814,God's Not Dead,2014,Drama,4.8,https://www.imdb.com/title/tt2528814/,https://m.media-amazon.com/images/M/MV5BMjEwNDQ3MzYyOV5BMl5BanBnXkFtZTgwNDE0ODM3MDE@._V1_SX300.jpg
110611,tt1179031,Cold in July,2014,"Crime, Thriller",6.8,https://www.imdb.com/title/tt1179031/,https://m.media-amazon.com/images/M/MV5BMTc4NTU4MTY2Nl5BMl5BanBnXkFtZTgwNDM5MjQ2MTE@._V1_SX300.jpg
110655,tt2357291,Rio 2,2014,"Animation, Adventure, Comedy, Family, Musical",6.3,https://www.imdb.com/title/tt2357291/,https://m.media-amazon.com/images/M/MV5BMTgzMDczMDYzNl5BMl5BanBnXkFtZTgwMzk2MDIwMTE@._V1_SX300.jpg
110669,tt2246565,An Honest Liar,2014,"Documentary, Biography, Comedy, History",7.5,https://www.imdb.com/title/tt2246565/,https://m.media-amazon.com/images/M/MV5BNjAyMzEzMjAwNV5BMl5BanBnXkFtZTgwNjg4NjIzMjE@._V1_SX300.jpg
110718,tt2258345,Fading Gigolo,2013,Comedy,6.2,https://www.imdb.com/title/tt2258345/,https://m.media-amazon.com/images/M/MV5BMTQzMjU3NjY0Nl5BMl5BanBnXkFtZTgwMTQ1NDM5MDE@._V1_SX300.jpg
110730,tt2209764,Transcendence,2014,"Drama, Mystery, Romance, Sci-Fi, Thriller",6.3,https://www.imdb.com/title/tt2209764/,https://m.media-amazon.com/images/M/MV5BMTc1MjQ3ODAyOV5BMl5BanBnXkFtZTgwNjI1NDQ0MTE@._V1_SX300.jpg
110746,tt1870419,Hatchet III,2013,"Action, Horror, Thriller",5.7,https://www.imdb.com/title/tt1870419/,https://m.media-amazon.com/images/M/MV5BMzk3NzUwOTYyN15BMl5BanBnXkFtZTcwMzgxMDY1OQ@@._V1_SX300.jpg
110771,tt2203939,The Other Woman,2014,"Comedy, Romance",6.0,https://www.imdb.com/title/tt2203939/,https://m.media-amazon.com/images/M/MV5BMTc0ODE4ODY1OF5BMl5BanBnXkFtZTgwMDA5NjkzMTE@._V1_SX300.jpg
110773,tt2828996,A Haunted House 2,2014,"Comedy, Fantasy",4.7,https://www.imdb.com/title/tt2828996/,https://m.media-amazon.com/images/M/MV5BMTQ4Njc2MTY4OF5BMl5BanBnXkFtZTgwNTQyNTg1MTE@._V1_SX300.jpg
110781,tt0279967,Mulan 2,2004,"Animation, Action, Comedy, Family, Musical",5.7,https://www.imdb.com/title/tt0279967/,https://m.media-amazon.com/images/M/MV5BODEzMmIxOGMtY2RhYS00YTFiLThkZmYtMDlmZGJlYzg0NWEzXkEyXkFqcGdeQXVyNjk1Njg5NTA@._V1_SX300.jpg
110826,tt1430612,Brick Mansions,2014,"Action, Crime, Sci-Fi, Thriller",5.7,https://www.imdb.com/title/tt1430612/,https://m.media-amazon.com/images/M/MV5BOTI0ODQ2MzY5NF5BMl5BanBnXkFtZTgwNTcxNzQxMTE@._V1_SX300.jpg
110882,tt2692904,Locke,2013,Drama,7.1,https://www.imdb.com/title/tt2692904/,https://m.media-amazon.com/images/M/MV5BMTQ1MjE5MzU2M15BMl5BanBnXkFtZTgwNzE4OTMzMTE@._V1_SX300.jpg
111113,tt2004420,Neighbors,2014,Comedy,6.3,https://www.imdb.com/title/tt2004420/,https://m.media-amazon.com/images/M/MV5BOTQ0OTkzODgyNF5BMl5BanBnXkFtZTgwOTA3OTE4MDE@._V1_SX300.jpg
111146,tt3600760,Alpha and Omega 3: The Great Wolf Games,2014,"Animation, Adventure, Comedy",4.6,https://www.imdb.com/title/tt3600760/,https://m.media-amazon.com/images/M/MV5BMzM0NDAwNjUwMV5BMl5BanBnXkFtZTgwMTgyMTA1MTE@._V1_SX300.jpg
111320,tt3014666,Moms' Night Out,2014,Comedy,5.5,https://www.imdb.com/title/tt3014666/,https://m.media-amazon.com/images/M/MV5BMTgxMzgwMDM4OF5BMl5BanBnXkFtZTgwNjk4NjcyMTE@._V1_SX300.jpg
111360,tt2872732,Lucy,2014,"Action, Sci-Fi, Thriller",6.4,https://www.imdb.com/title/tt2872732/,https://m.media-amazon.com/images/M/MV5BODcxMzY3ODY1NF5BMl5BanBnXkFtZTgwNzg1NDY4MTE@._V1_SX300.jpg
111362,tt1877832,X-Men: Days of Future Past,2014,"Action, Adventure, Sci-Fi, Thriller",8.0,https://www.imdb.com/title/tt1877832/,https://m.media-amazon.com/images/M/MV5BZGIzNWYzN2YtMjcwYS00YjQ3LWI2NjMtOTNiYTUyYjE2MGNkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
111364,tt0831387,Godzilla,2014,"Action, Adventure, Sci-Fi, Thriller",6.4,https://www.imdb.com/title/tt0831387/,https://m.media-amazon.com/images/M/MV5BN2E4ZDgxN2YtZjExMS00MWE5LTg3NjQtNTkxMzJhOTA3MDQ4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
111375,tt2463288,Walk of Shame,2014,Comedy,6.0,https://www.imdb.com/title/tt2463288/,https://m.media-amazon.com/images/M/MV5BODg2Mzk0NzU2M15BMl5BanBnXkFtZTgwMjAyNjYxMTE@._V1_SX300.jpg
111384,tt2359024,Blue Ruin,2013,"Crime, Drama, Thriller",7.1,https://www.imdb.com/title/tt2359024/,https://m.media-amazon.com/images/M/MV5BMTY4NTM2MDg5OV5BMl5BanBnXkFtZTgwMDA3OTAwMTE@._V1_SX300.jpg
111443,tt2883512,Chef,2014,"Adventure, Comedy, Drama",7.3,https://www.imdb.com/title/tt2883512/,https://m.media-amazon.com/images/M/MV5BMTY5NTYzNTA1M15BMl5BanBnXkFtZTgwODIwODU1MTE@._V1_SX300.jpg
111551,tt2309961,Afflicted,2013,"Horror, Mystery, Thriller",6.3,https://www.imdb.com/title/tt2309961/,https://m.media-amazon.com/images/M/MV5BMjEzOTczNzA0NF5BMl5BanBnXkFtZTgwMTgwNTYyMTE@._V1_SX300.jpg
111617,tt1086772,Blended,2014,"Comedy, Romance",6.5,https://www.imdb.com/title/tt1086772/,https://m.media-amazon.com/images/M/MV5BNzc2ODI5NjAyMl5BMl5BanBnXkFtZTgwMzIyOTE4MDE@._V1_SX300.jpg
111622,tt1980929,Begin Again,2013,"Comedy, Drama, Music, Romance",7.4,https://www.imdb.com/title/tt1980929/,https://m.media-amazon.com/images/M/MV5BNjAxMTI4MTgzMV5BMl5BanBnXkFtZTgwOTAwODEwMjE@._V1_SX300.jpg
111659,tt1587310,Maleficent,2014,"Action, Adventure, Family, Fantasy, Romance",7.0,https://www.imdb.com/title/tt1587310/,https://m.media-amazon.com/images/M/MV5BMjAwMzAzMzExOF5BMl5BanBnXkFtZTgwOTcwMDA5MTE@._V1_SX300.jpg
111663,tt2784512,Zombeavers,2014,"Comedy, Horror",4.8,https://www.imdb.com/title/tt2784512/,https://m.media-amazon.com/images/M/MV5BNTMzMzc4ODc1M15BMl5BanBnXkFtZTgwMTM0MTgxMTE@._V1_SX300.jpg
111680,tt1483324,At Middleton,2013,"Comedy, Romance",6.5,https://www.imdb.com/title/tt1483324/,https://m.media-amazon.com/images/M/MV5BODM2OTg0OTE2Ml5BMl5BanBnXkFtZTgwMDk4NzEwMTE@._V1_SX300.jpg
111732,tt2301592,The Dance of Reality,2013,"Biography, Drama, Fantasy",7.5,https://www.imdb.com/title/tt2301592/,https://m.media-amazon.com/images/M/MV5BNTI5NDA2OTctNmVkOS00MjBhLTgyMjEtYmE2YzE1NmE4Yjk5XkEyXkFqcGdeQXVyMzIwNDY4NDI@._V1_SX300.jpg
111743,tt2557490,A Million Ways to Die in the West,2014,"Action, Comedy, Western",6.1,https://www.imdb.com/title/tt2557490/,https://m.media-amazon.com/images/M/MV5BMTQ0NDcyNjg0MV5BMl5BanBnXkFtZTgwMzk4NTA4MTE@._V1_SX300.jpg
111759,tt1631867,Edge of Tomorrow,2014,"Action, Sci-Fi",7.9,https://www.imdb.com/title/tt1631867/,https://m.media-amazon.com/images/M/MV5BMTc5OTk4MTM3M15BMl5BanBnXkFtZTgwODcxNjg3MDE@._V1_SX300.jpg
111781,tt2381249,Mission: Impossible - Rogue Nation,2015,"Action, Adventure, Thriller",7.4,https://www.imdb.com/title/tt2381249/,https://m.media-amazon.com/images/M/MV5BOTFmNDA3ZjMtN2Y0MC00NDYyLWFlY2UtNTQ4OTQxMmY1NmVjXkEyXkFqcGdeQXVyNTg4NDQ4NDY@._V1_SX300.jpg
111785,tt1079372,Midnight Chronicles,2009,"Action, Adventure, Fantasy",3.8,https://www.imdb.com/title/tt1079372/,https://images-na.ssl-images-amazon.com/images/M/MV5BMTk3Nzc4MzU1MF5BMl5BanBnXkFtZTcwNTI2Njk3MQ@@._V1_SX300.jpg
111795,tt1647668,Million Dollar Arm,2014,"Biography, Drama, Sport",7.0,https://www.imdb.com/title/tt1647668/,https://m.media-amazon.com/images/M/MV5BMjM1OTUwOTA0M15BMl5BanBnXkFtZTgwMTA0Nzk4MjE@._V1_SX300.jpg
111800,tt2429074,G.B.F.,2013,"Comedy, Romance",6.0,https://www.imdb.com/title/tt2429074/,https://m.media-amazon.com/images/M/MV5BMTkxNTk4MTU5Nl5BMl5BanBnXkFtZTgwOTY0NTE4MDE@._V1_SX300.jpg
111817,tt2402085,Jimi: All Is by My Side,2013,"Biography, Drama, Music",5.7,https://www.imdb.com/title/tt2402085/,https://m.media-amazon.com/images/M/MV5BMzg3MjU5OTI5MV5BMl5BanBnXkFtZTgwNTM1NDMyMjE@._V1_SX300.jpg
111844,tt2996648,Bad Ass 2: Bad Asses,2014,"Action, Comedy, Drama",5.6,https://www.imdb.com/title/tt2996648/,"https://m.media-amazon.com/images/M/MV5BMjE4NzY3MTg5Ml5BMl5BanBnXkFtZTgwMDc0NzE1MTE@._V1._CR126,122,1549,2163_SY132_CR3,0,89,132_AL_.jpg_V1_SX300.jpg"
111913,tt2560102,Lilting,2014,"Drama, Romance",7.2,https://www.imdb.com/title/tt2560102/,https://m.media-amazon.com/images/M/MV5BOTI5MTMyODc0M15BMl5BanBnXkFtZTgwMzIxMjkzMjE@._V1_SX300.jpg
